Shipment_ID,Order_ID,Customer_ID,Customer_Name,Email,Phone,City,Country,Region,Postal_Code,Product_ID,Product_Name,Category,Weight_kg,Quantity,Unit_Price,Total_Price,Shipment_Date,Delivery_Date,Delay_Days,Status,Delivery_Mode,Vehicle_ID,Driver_Name,Transport_Type,Route_ID,Fuel_Cost,Distance_km,Delivery_Center,Warehouse_Name,Manager_Name,Order_Priority,Payment_Mode,Insurance,Return_Status,Remarks,Revenue,Delivery_Duration,Fuel_Efficiency,Profit,Delay_Flag,Urgency_Level,Payment_Mode_Code,Priority_Code,Payment_Mode_Encoded
S897034,O76953,C1419,Amit Kumar,,919397726836,Unknown,Uk,Unknown,560001.0,P4008,Headphones,Food,20.000294810704947,2.0,1984.8354527273511,18874.57944789831,2020-05-12,2024-07-06,4.0,Delivered,Air,V628,Mr. Rao,Bike,R573,4774.58244357933,182.9656144420159,Warehouse A,Unknown,Mr. Patel,Low,Upi,Yes,Unknown,No Remarks,3969.6709054547023,1516 days,0.03832075717700944,14099.997004318982,Yes,Low Priority,4.0,1.0,6
S694128,O93200,C5644,Amit Kumar,Amit@Gmail.Com,916910981255,Unknown,Unknown,East,110001.0,P4236,Laptop,Furniture,78.62500815860486,5.0,3016.4933319896995,95960.8310986921,2020-03-10,2020-06-15,13.0,Unknown,Air,V627,Ms. Sharma,Truck,R427,8607.49252558509,268.3996798872098,Hub C,South Hub,Mr. Khan,Medium,Upi,Unknown,Not Returned,No Remarks,15082.466659948497,97 days,0.031182098513523306,87353.338573107,Yes,Normal,4.0,2.0,6
S889663,O17623,C1170,John Doe,John@Example.Com,919327142315,Mumbai,India,Unknown,110001.0,P7587,Laptop,Food,31.44274101070839,11.0,4539.137138587447,51317.76473990145,2020-07-07,2021-03-20,13.0,Pending,Road,V483,Mr. Lee,Truck,R526,8481.274237271986,333.7242436247887,Unknown,Central,Ms. Verma,High,Card,No,Unknown,No Remarks,49930.50852446192,256 days,0.0393483613769022,42836.490502629465,Yes,Urgent,0.0,3.0,0
S146745,O28731,C7416,Not Provided,Amit@Gmail.Com,919063549833,Mumbai,Usa,South,400001.0,P9727,Mobile,Food,29.568392529254208,16.0,3232.275874206702,32793.98709345699,2022-05-12,2023-03-14,0.0,Unknown,Rail,V418,Ms. Sharma,Cargo,R804,5943.195907189388,573.7657680312049,Warehouse B,North Hub,Unknown,High,Online,Unknown,Returned,No Remarks,51716.413987307234,306 days,0.09654162120705624,26850.791186267605,No,Urgent,0.0,3.0,4
S584088,O34225,C1787,Amit Kumar,John@Example.Com,918419467580,Chennai,Usa,North,560001.0,P8418,Laptop,Furniture,11.235196985833792,14.0,2445.1136839385704,101091.60274448698,2020-11-14,2022-07-29,2.0,Unknown,Road,V156,Mrs. Patel,Cargo,R513,4988.932744170654,1035.526119803062,Hub C,Central,Ms. Verma,Low,Debit,Yes,Pending,Handle With Care,34231.59157513999,622 days,0.20756465819528805,96102.67000031633,Yes,Low Priority,3.0,1.0,3
S897982,O69142,C6542,Fatima Noor,Amit@Gmail.Com,918627905448,Bangalore,India,South,560001.0,P9903,Headphones,Furniture,59.44524960177323,10.0,1206.7690414433216,10057.478730660614,2023-03-02,2025-06-01,-1.0,In Transit,Air,V701,Mrs. Patel,Truck,R267,1108.012233119132,1134.7870626084311,Warehouse B,South Hub,Unknown,Unknown,Credit,Unknown,Not Returned,Delayed Delivery,12067.690414433217,822 days,1.0241647417681718,8949.466497541482,No,,2.0,0.0,2
S116802,O22629,C5726,John Doe,,917196946727,Bangalore,Uk,South,400001.0,P7168,Headphones,Electronics,29.568392529254208,12.0,795.7657041279592,21598.497764749005,2021-01-22,2021-03-12,0.0,Cancelled,Ship,V907,Mrs. Patel,Cargo,R750,1320.6811082606414,1994.252399409692,Hub C,Unknown,Unknown,Low,Credit,Unknown,Not Returned,Handle With Care,9549.188449535512,49 days,1.5100181163613031,20277.816656488365,No,Low Priority,2.0,1.0,2
S510586,O12044,C1928,Michael Brown,,919483523671,Delhi,Unknown,Unknown,0.0,P8540,Unknown,Electronics,98.69525019175148,16.0,3034.59077191849,10057.478730660614,2024-05-13,2025-09-25,2.0,Delivered,Road,V491,Mr. Rao,Cargo,R472,8138.8390000480385,1979.575092628176,Warehouse B,Unknown,Mr. Khan,Unknown,Online,No,Pending,No Remarks,48553.45235069584,500 days,0.2432257343604526,1918.6397306125755,Yes,,0.0,0.0,4
S463047,O69829,C3137,Amit Kumar,,918442726826,Bangalore,India,East,110001.0,P7179,Headphones,Clothing,27.49922866150264,7.0,911.0416179407564,105894.7434817643,2020-03-24,2022-09-03,-1.0,Unknown,Road,V239,Unknown,Truck,R774,8170.9595009805425,465.7087814227343,Hub C,North Hub,Mr. Khan,High,Upi,Unknown,Pending,Delayed Delivery,6377.2913255852945,893 days,0.056995605151004325,97723.78398078374,No,Urgent,4.0,3.0,6
S347140,O50667,C5074,John Doe,,919690240243,Bangalore,Uk,South,560001.0,P5324,Charger,Clothing,33.4243534728386,13.0,4318.381124021914,197133.6253956152,2022-10-18,2023-10-10,8.0,Delayed,Road,V847,Ms. Sharma,Cargo,R628,9895.221281762551,1248.440027973224,Hub C,Unknown,Mr. Khan,Unknown,Card,Unknown,Unknown,No Remarks,56138.95461228488,357 days,0.12616595348647425,187238.40411385265,Yes,,0.0,0.0,0
S756910,O76568,C3945,Li Wei,Amit@Gmail.Com,918993050128,Mumbai,Uk,South,560001.0,P6327,Tablet,Furniture,10.218375343635197,17.0,2899.960714059048,38876.644399990495,2023-07-17,2025-06-17,1.0,Delivered,Air,V273,Mr. Rao,Van,R521,2321.3171458743936,1513.8522225386318,Warehouse A,Unknown,Unknown,Unknown,Cash,Unknown,Returned,No Remarks,49299.33213900381,701 days,0.6521522598621026,36555.3272541161,Yes,,1.0,0.0,1
S840572,O13775,C1501,Michael Brown,Amit@Gmail.Com,916941079591,Mumbai,Unknown,North,560001.0,P1786,Headphones,Furniture,80.31859958502694,6.0,547.4490582367825,132639.4732006878,2023-02-19,2024-01-21,11.0,In Transit,Road,V285,Ms. Sharma,Cargo,R836,6919.232083134686,1843.1615920235856,Warehouse B,Unknown,Unknown,Medium,Online,Yes,Unknown,No Remarks,3284.6943494206953,336 days,0.26638239184319434,125720.2411175531,Yes,Normal,0.0,2.0,4
S142846,O29128,C5540,Not Provided,,917412999902,Mumbai,India,Unknown,600001.0,P2913,Headphones,Electronics,70.83230571283791,5.0,4539.137138587447,13794.510437642091,2021-07-08,2025-05-20,13.0,Delayed,Rail,V797,Mr. Rao,Bike,R363,4344.41136364849,796.7421056073109,Warehouse B,Central,Mr. Khan,Unknown,Credit,No,Not Returned,Delayed Delivery,22695.685692937237,1412 days,0.18339472000142204,9450.099073993602,Yes,,2.0,0.0,2
S207500,O17421,C2526,Michael Brown,John@Example.Com,916392310333,Chennai,India,Unknown,110001.0,P2109,Mobile,Food,78.62500815860486,16.0,3146.5043766263207,78649.69329941412,2020-08-22,2023-11-15,12.0,In Transit,Air,V726,Unknown,Van,R550,7652.798285852741,860.6044895169268,Warehouse A,Unknown,Mr. Patel,Unknown,Unknown,Unknown,Returned,No Remarks,50344.07002602113,1180 days,0.11245618365609787,70996.89501356138,Yes,,0.0,0.0,5
S863635,O44395,C5126,Li Wei,,919830639142,Mumbai,Uk,South,560001.0,P9712,Tablet,Clothing,12.028971422750406,16.0,2036.6726209806648,94641.0785219888,2022-03-09,2022-11-27,10.0,Delivered,Road,V833,Mrs. Patel,Cargo,R669,3845.0863690497854,1861.9599008559655,Warehouse B,South Hub,Ms. Verma,Medium,Debit,No,Not Returned,Check Packaging,32586.761935690636,263 days,0.4842439732546505,90795.99215293903,Yes,Normal,3.0,2.0,3
S292583,O94262,C5859,Li Wei,John@Example.Com,917747356668,Unknown,Unknown,South,0.0,P8354,Headphones,Accessories,18.748748730416665,9.0,523.4605678022331,79017.03622621998,2020-02-27,2021-10-08,7.0,Delayed,Rail,V693,Mr. Rao,Truck,R793,5719.099566952399,1248.440027973224,Hub C,Unknown,Ms. Verma,Low,Cash,No,Pending,No Remarks,4711.145110220097,589 days,0.2182931094935447,73297.93665926758,Yes,Low Priority,1.0,1.0,1
S631591,O63400,C2705,Li Wei,,916592100801,Unknown,Usa,West,0.0,P8493,Unknown,Clothing,82.95938216061697,7.0,4682.214831470374,60987.13870572674,2020-10-23,2024-03-14,1.0,Unknown,Unknown,V838,Ms. Sharma,Cargo,R657,3087.753105059869,1697.1710168935022,Warehouse A,North Hub,Mr. Patel,Medium,Credit,Unknown,Unknown,Handle With Care,32775.503820292615,1238 days,0.5496459590996332,57899.38560066687,Yes,Normal,2.0,2.0,2
S231133,O69589,C3496,John Doe,,918091476010,Bangalore,Uk,East,0.0,P4064,Unknown,Accessories,3.9216578509642304,10.0,838.5720371470828,193935.3855746779,2021-04-12,2021-11-15,11.0,Delayed,Rail,V587,Mrs. Patel,Cargo,R917,4774.58244357933,1779.5949701260106,Hub C,Central,Unknown,Unknown,Online,No,Unknown,Handle With Care,8385.720371470828,217 days,0.3727226393418213,189160.80313109857,Yes,,0.0,0.0,4
S727044,O44849,C5511,Fatima Noor,John@Example.Com,918416493527,Unknown,Usa,Unknown,0.0,P5220,Charger,Clothing,16.023854724022435,8.0,524.0510366881534,189268.7574281701,2021-12-19,2023-10-25,10.0,Delivered,Road,V584,Unknown,Truck,R137,3845.0863690497854,385.69279028999273,Unknown,Central,Mr. Khan,Unknown,Debit,Yes,Unknown,Delayed Delivery,4192.408293505227,675 days,0.10030796535405441,185423.6710591203,Yes,,3.0,0.0,3
S645983,O72733,C7337,Michael Brown,,916929579038,Unknown,India,Unknown,600001.0,P1665,Unknown,Unknown,43.47852935489052,7.0,1937.4876677627856,92774.50402594823,2020-10-05,2021-10-10,6.0,Delivered,Rail,V363,Mr. Rao,Cargo,R410,2892.410615379814,709.6553950141215,Warehouse B,Central,Mr. Patel,Unknown,Debit,Unknown,Unknown,No Remarks,13562.4136743395,370 days,0.24535084722780062,89882.09341056841,Yes,,3.0,0.0,3
S136300,O14948,C5586,Li Wei,John@Example.Com,918208799021,Delhi,India,North,110001.0,P4757,Laptop,Clothing,73.3333972102348,17.0,3232.275874206702,189268.7574281701,2022-09-21,2025-07-12,12.0,Delayed,Air,V834,Mr. Lee,Cargo,R266,7561.095207931837,1800.3713819788738,Unknown,South Hub,Unknown,Low,Upi,Unknown,Not Returned,Check Packaging,54948.689861513936,1025 days,0.2381098680109497,181707.66222023827,Yes,Low Priority,4.0,1.0,6
S207919,O78759,C4275,Fatima Noor,,919775865553,Mumbai,Uk,Unknown,0.0,P2269,Mobile,Food,36.16733999015513,18.0,3232.275874206702,126046.97541719936,2025-01-19,2025-06-08,-1.0,Pending,Road,V195,Ms. Sharma,Cargo,R102,6233.498867203423,1994.252399409692,Unknown,Central,Unknown,Medium,Credit,Unknown,Returned,Check Packaging,58180.96573572064,140 days,0.31992504400732924,119813.47654999593,No,Normal,2.0,2.0,2
S581662,O93961,C7477,Fatima Noor,,918650078654,Bangalore,Usa,South,560001.0,P3237,Unknown,Furniture,81.638412131256,4.0,3619.965368561621,57232.80452318232,2022-04-10,2025-07-14,1.0,Delayed,Road,V235,Mrs. Patel,Van,R102,1209.5034005447242,23.390088553611708,Warehouse A,North Hub,Mr. Patel,Medium,Unknown,No,Pending,Check Packaging,14479.861474246483,1191 days,0.019338588500931467,56023.3011226376,Yes,Normal,0.0,2.0,5
S598478,O62762,C5053,Michael Brown,,916352593767,Delhi,India,Unknown,560001.0,P3719,Tablet,Clothing,49.770102556071386,11.0,2700.135729141203,62335.441039422105,2023-03-25,2024-11-12,7.0,In Transit,Road,V209,Unknown,Van,R475,7089.92075935827,860.6044895169268,Unknown,Central,Unknown,Medium,Debit,No,Returned,Delayed Delivery,29701.49302055323,598 days,0.1213842183470077,55245.520280063836,Yes,Normal,3.0,2.0,3
S771686,O29988,C4414,Jane Smith,John@Example.Com,917613468470,Mumbai,Usa,West,560001.0,P5975,Unknown,Electronics,47.48538505361395,2.0,2814.938437455917,21598.497764749005,2022-10-12,2023-06-27,1.0,Pending,Ship,V899,Unknown,Truck,R893,8565.430963853194,1808.2833862035127,Warehouse A,North Hub,Ms. Verma,Unknown,Credit,No,Pending,No Remarks,5629.876874911834,258 days,0.21111411601291444,13033.066800895811,Yes,,2.0,0.0,2
S974116,O17525,C6273,Li Wei,,916637217438,Unknown,Uk,East,110001.0,P2341,Unknown,Accessories,35.996956006012134,8.0,2365.3517753308106,54459.71878580739,2020-11-20,2024-12-19,11.0,Delayed,Rail,V523,Mr. Lee,Bike,R895,5941.073292704843,643.2002564090315,Warehouse A,Central,Mr. Khan,Unknown,Debit,No,Not Returned,No Remarks,18922.814202646485,1490 days,0.10826330945939167,48518.645493102544,Yes,,3.0,0.0,3
S542361,O82471,C7378,Fatima Noor,Amit@Gmail.Com,917138711980,Bangalore,India,North,0.0,P9518,Charger,Unknown,12.028971422750406,17.6439286247881,3191.0231972650536,56302.18553258772,2020-10-19,2023-02-02,8.0,Delivered,Ship,V787,Mr. Lee,Van,R830,7402.625862593285,1697.1710168935022,Warehouse B,Unknown,Unknown,High,Debit,Yes,Pending,Check Packaging,56302.18553258772,836 days,0.22926608049578637,48899.559669994436,Yes,Urgent,3.0,3.0,3
S559314,O69839,C9355,Not Provided,Amit@Gmail.Com,919744899387,Chennai,Uk,East,0.0,P7719,Mobile,Accessories,96.97367046257358,13.0,1644.0594195786612,40153.38223915544,2021-01-16,2023-07-02,14.0,In Transit,Air,V347,Mr. Rao,Cargo,R754,6590.437715337587,897.122186648256,Warehouse B,South Hub,Unknown,Unknown,Unknown,No,Pending,Check Packaging,21372.772454522594,897 days,0.13612482590654482,33562.94452381785,Yes,,0.0,0.0,5
S817539,O93177,C8111,Jane Smith,,918562797832,Mumbai,India,South,110001.0,P2263,Tablet,Clothing,30.809070032750384,14.0,3232.275874206702,44976.48821164394,2020-07-18,2023-08-06,1.0,Cancelled,Unknown,V849,Mr. Lee,Cargo,R280,6060.784906977773,713.1551668397186,Warehouse A,Central,Mr. Khan,Unknown,Debit,Unknown,Pending,Handle With Care,45251.86223889383,1114 days,0.1176671302125677,38915.70330466617,Yes,,3.0,0.0,3
S987797,O85261,C5616,Fatima Noor,,918344449229,Delhi,Unknown,East,600001.0,P2785,Laptop,Accessories,92.22648638480013,7.0,2814.938437455917,79017.03622621998,2022-04-11,2023-09-21,11.0,Delayed,Rail,V181,Mrs. Patel,Cargo,R602,6060.784906977773,1954.8734464007484,Warehouse A,North Hub,Mr. Patel,Medium,Online,No,Unknown,Delayed Delivery,19704.569062191422,528 days,0.3225446004774242,72956.2513192422,Yes,Normal,0.0,2.0,4
S480566,O18604,C8942,Not Provided,,916868024535,Mumbai,India,East,560001.0,P4723,Tablet,Clothing,77.62571592443089,10.0,2692.1612150385195,188993.68719476004,2023-04-07,2023-06-23,8.0,Cancelled,Air,V670,Mrs. Patel,Truck,R831,8337.45315727269,1165.5978107586586,Hub C,South Hub,Mr. Patel,Medium,Unknown,No,Unknown,No Remarks,26921.612150385194,77 days,0.1398026218284558,180656.23403748736,Yes,Normal,0.0,2.0,5
S654873,O91339,C3170,Michael Brown,John@Example.Com,916282841786,Chennai,Uk,East,560001.0,P1775,Tablet,Food,20.27221031265016,19.0,494.0543596261738,18874.57944789831,2022-04-13,2023-09-18,6.0,Unknown,Ship,V246,Mrs. Patel,Cargo,R548,5527.842773988052,579.5517679876584,Unknown,Unknown,Ms. Verma,Low,Online,Unknown,Returned,Delayed Delivery,9387.032832897301,523 days,0.10484230317020068,13346.73667391026,Yes,Low Priority,0.0,1.0,4
S375656,O10210,C4767,Michael Brown,,917969984159,Mumbai,Usa,West,400001.0,P1553,Charger,Food,71.467856328688,7.0,4283.776422510859,78649.69329941412,2024-07-13,2024-11-26,12.0,Delivered,Ship,V423,Mrs. Patel,Cargo,R162,5513.37518466548,1097.1244178130758,Hub C,Central,Ms. Verma,High,Unknown,No,Unknown,Delayed Delivery,29986.434957576017,136 days,0.19899324480302766,73136.31811474865,Yes,Urgent,0.0,3.0,5
S993250,O94911,C9443,Amit Kumar,,917290409537,Mumbai,Uk,North,560001.0,P4803,Headphones,Unknown,63.93696839984371,16.0,4886.341830401388,14882.343104953285,2021-04-16,2024-09-06,1.0,Cancelled,Rail,V430,Unknown,Cargo,R506,1104.4280670263602,1248.440027973224,Hub C,South Hub,Mr. Patel,Unknown,Credit,Yes,Not Returned,No Remarks,78181.4692864222,1239 days,1.1303950571761652,13777.915037926925,Yes,,2.0,0.0,2
S417872,O68860,C6817,Michael Brown,John@Example.Com,919338874641,Mumbai,Usa,Unknown,400001.0,P4407,Charger,Furniture,20.367541324756797,17.0,2551.014181742006,183271.3434087892,2021-06-27,2025-09-03,11.0,Unknown,Ship,V617,Mr. Rao,Bike,R252,8013.277385292363,1456.7019584324769,Unknown,North Hub,Mr. Patel,High,Upi,Yes,Returned,Check Packaging,43367.2410896141,1529 days,0.18178603939333488,175258.06602349682,Yes,Urgent,4.0,3.0,6
S203443,O57676,C9464,Michael Brown,John@Example.Com,916634650389,Unknown,Unknown,South,110001.0,P2300,Unknown,Accessories,14.379639134878165,17.0,2903.3773002817984,61620.033408472336,2020-07-06,2021-12-16,9.0,In Transit,Road,V245,Mrs. Patel,Cargo,R454,1320.6811082606414,642.5127504541197,Warehouse B,Central,Mr. Khan,Unknown,Upi,Yes,Unknown,Check Packaging,49357.41410479057,528 days,0.4865010534604523,60299.35230021169,Yes,,4.0,0.0,6
S474748,O90141,C2051,Amit Kumar,Amit@Gmail.Com,918919521525,Mumbai,Usa,South,560001.0,P6388,Headphones,Unknown,49.770102556071386,17.0,1470.172567114906,103142.16694630009,2021-07-25,2024-05-31,9.0,Pending,Air,V794,Ms. Sharma,Cargo,R567,8916.361692792909,1070.479318614681,Warehouse A,Unknown,Mr. Patel,Medium,Unknown,No,Unknown,No Remarks,24992.933640953404,1041 days,0.12005786165897117,94225.80525350718,Yes,Normal,0.0,2.0,5
S739396,O82992,C7853,Fatima Noor,Amit@Gmail.Com,916537592641,Bangalore,India,North,600001.0,P4930,Tablet,Accessories,76.19811233738129,10.0,352.55823286254605,189658.9030926553,2024-01-06,2024-10-08,2.0,Cancelled,Unknown,V507,Mr. Rao,Van,R452,1034.1904113776382,558.3356878130787,Warehouse A,North Hub,Unknown,Low,Debit,No,Pending,No Remarks,3525.5823286254604,276 days,0.539877068739521,188624.71268127766,Yes,Low Priority,3.0,1.0,3
S370164,O43990,C7591,Li Wei,,917313065929,Bangalore,India,East,600001.0,P6192,Headphones,Clothing,12.028971422750406,8.0,676.4538978214792,3103.032580151137,2021-05-29,2025-04-04,12.0,Cancelled,Unknown,V202,Mr. Lee,Cargo,R103,5513.37518466548,149.4238239751592,Warehouse B,Central,Mr. Khan,Low,Upi,Yes,Unknown,Check Packaging,5411.631182571834,1406 days,0.027102059803721733,-2410.3426045143433,Yes,Low Priority,4.0,1.0,6
S528695,O74130,C3411,Not Provided,Amit@Gmail.Com,919842306345,Chennai,Uk,North,0.0,P8289,Charger,Furniture,39.17339032410346,3.0,524.0510366881534,1572.1531100644602,2020-05-12,2023-06-10,3.0,Delayed,Air,V489,Mr. Rao,Cargo,R111,178.809622859355,333.7242436247887,Unknown,North Hub,Mr. Patel,High,Cash,No,Unknown,No Remarks,1572.1531100644602,1124 days,1.8663662407435633,1393.3434872051052,Yes,Urgent,1.0,3.0,1
S859352,O55988,C3323,Fatima Noor,Amit@Gmail.Com,918498588931,Mumbai,Uk,South,400001.0,P1928,Tablet,Unknown,80.31859958502694,19.0,2634.015917438526,79017.03622621998,2022-08-10,2025-03-12,9.0,Delivered,Air,V990,Unknown,Cargo,R758,8621.622056807979,1165.5978107586586,Unknown,Unknown,Ms. Verma,Low,Online,No,Unknown,Handle With Care,50046.30243133199,945 days,0.13519472357736395,70395.414169412,Yes,Low Priority,0.0,1.0,4
S457801,O95603,C7091,Jane Smith,John@Example.Com,919383814365,Delhi,Uk,West,110001.0,P7108,Tablet,Electronics,16.021454773452163,16.0,307.5872965880739,121613.61499720452,2021-07-11,2024-11-19,11.0,Pending,Rail,V464,Mr. Rao,Bike,R819,3495.816486209194,1843.1615920235856,Hub C,North Hub,Mr. Khan,High,Credit,No,Not Returned,No Remarks,4921.396745409183,1227 days,0.527247811575567,118117.79851099533,Yes,Urgent,2.0,3.0,2
S229521,O81061,C5030,Michael Brown,Amit@Gmail.Com,918040323883,Delhi,Usa,Unknown,400001.0,P7837,Mobile,Unknown,78.62500815860486,4.0,4662.325816717454,33111.50560680302,2023-07-25,2024-02-09,11.0,Delayed,Air,V981,Mr. Rao,Van,R950,4774.58244357933,1601.3773331675338,Unknown,Unknown,Mr. Patel,Low,Cash,Unknown,Pending,Handle With Care,18649.303266869814,199 days,0.3353963099581625,28336.923163223688,Yes,Low Priority,1.0,1.0,1
S890449,O45367,C3161,Jane Smith,,916587780491,Chennai,Unknown,Unknown,600001.0,P6135,Mobile,Electronics,59.99104789170297,17.0,582.118253691674,57232.80452318232,2023-02-17,2025-09-08,10.0,Delayed,Rail,V150,Mrs. Patel,Cargo,R572,4344.41136364849,713.1551668397186,Unknown,North Hub,Ms. Verma,Low,Unknown,Unknown,Returned,No Remarks,9896.010312758459,934 days,0.1641546131673871,52888.39315953383,Yes,Low Priority,0.0,1.0,5
S273955,O13970,C5214,Fatima Noor,,917695707745,Chennai,Uk,East,110001.0,P7230,Headphones,Food,21.62774151248848,12.0,3628.704095992725,92774.50402594823,2022-08-14,2024-03-20,4.0,Unknown,Rail,V906,Mrs. Patel,Truck,R726,6730.004134188153,906.3141667727936,Warehouse A,South Hub,Mr. Patel,High,Debit,Unknown,Returned,Handle With Care,43544.4491519127,584 days,0.13466769837016201,86044.49989176008,Yes,Urgent,3.0,3.0,3
S832076,O91143,C3608,Jane Smith,Amit@Gmail.Com,917312808399,Mumbai,Unknown,South,600001.0,P9909,Headphones,Electronics,52.71326494740767,13.0,2394.7420389966887,97446.15289517608,2021-02-05,2021-06-28,11.0,Delayed,Air,V203,Mr. Rao,Cargo,R623,7342.820680526852,1045.618889312698,Hub C,South Hub,Mr. Patel,High,Upi,Yes,Not Returned,Check Packaging,31131.646506956953,143 days,0.1424001667486825,90103.33221464923,Yes,Urgent,4.0,3.0,6
S722013,O74331,C5729,Li Wei,,917197507665,Mumbai,Unknown,South,560001.0,P2275,Tablet,Food,39.17339032410346,8.0,795.7657041279592,54617.57490162202,2020-02-15,2022-02-16,5.0,Cancelled,Rail,V235,Unknown,Cargo,R147,666.2038034756613,365.2178461823782,Unknown,Unknown,Ms. Verma,Unknown,Credit,Unknown,Unknown,Check Packaging,6366.125633023674,732 days,0.5482073868041506,53951.37109814636,Yes,,2.0,0.0,2
S769168,O40345,C7866,Jane Smith,Amit@Gmail.Com,917459458964,Chennai,Unknown,Unknown,600001.0,P4574,Mobile,Unknown,6.972633502035312,9.0,2203.7000871626456,54617.57490162202,2021-01-29,2024-12-12,4.0,In Transit,Road,V981,Mrs. Patel,Truck,R173,1320.6811082606414,474.5804866864273,Warehouse A,Unknown,Ms. Verma,Medium,Online,Unknown,Returned,No Remarks,19833.30078446381,1413 days,0.359345252777529,53296.89379336138,Yes,Normal,0.0,2.0,4
S103404,O24450,C6497,Not Provided,,916908675349,Chennai,Unknown,North,560001.0,P1635,Unknown,Unknown,43.04033132667569,9.0,1931.0364529917215,133645.41925306083,2022-01-02,2022-07-04,3.0,Unknown,Rail,V112,Mrs. Patel,Van,R415,2231.7611095343395,1507.020936989745,Warehouse A,Unknown,Unknown,Unknown,Upi,Unknown,Unknown,Handle With Care,17379.328076925492,183 days,0.6752608648620941,131413.6581435265,Yes,,4.0,0.0,6
S674975,O59724,C8110,Amit Kumar,John@Example.Com,916791279695,Bangalore,Unknown,West,600001.0,P3389,Tablet,Accessories,33.4243534728386,4.0,2880.640668942282,87698.0352941312,2023-01-12,2025-04-17,11.0,Pending,Air,V672,Unknown,Truck,R860,1108.012233119132,333.7242436247887,Warehouse A,North Hub,Unknown,Low,Upi,Unknown,Not Returned,No Remarks,11522.562675769128,826 days,0.30119184035119506,86590.02306101206,Yes,Low Priority,4.0,1.0,6
S787791,O42148,C5093,John Doe,,918079357350,Mumbai,Unknown,Unknown,600001.0,P4469,Headphones,Electronics,68.5811861379596,7.0,4323.3523984833655,17051.123447644695,2021-08-28,2024-10-03,4.0,Delivered,Air,V247,Mr. Rao,Bike,R982,3087.753105059869,826.8818712012421,Warehouse B,Central,Ms. Verma,Medium,Online,No,Returned,Delayed Delivery,30263.466789383558,1132 days,0.26779403762763265,13963.370342584825,Yes,Normal,0.0,2.0,4
S439903,O12901,C7132,Li Wei,,916066609495,Chennai,Uk,Unknown,560001.0,P6314,Charger,Furniture,20.000294810704947,4.0,1984.8354527273511,92774.50402594823,2021-04-20,2025-03-23,4.0,In Transit,Ship,V644,Unknown,Cargo,R908,880.2333472241612,149.4238239751592,Hub C,Central,Unknown,Unknown,Credit,Yes,Not Returned,Handle With Care,7939.341810909405,1433 days,0.1697547865533283,91894.27067872407,Yes,,2.0,0.0,2
S650592,O95823,C8854,Fatima Noor,,916554501962,Bangalore,India,West,110001.0,P4136,Charger,Furniture,70.95322149070653,1.0,1412.1114331677868,40153.38223915544,2020-04-09,2024-08-20,9.0,Unknown,Road,V875,Ms. Sharma,Cargo,R348,2530.987075191979,149.4238239751592,Hub C,South Hub,Mr. Khan,High,Card,No,Not Returned,Check Packaging,1412.1114331677868,1594 days,0.05903776650610718,37622.39516396346,Yes,Urgent,0.0,3.0,0
S428519,O42150,C4339,Not Provided,,919235036493,Bangalore,India,North,560001.0,P9213,Charger,Clothing,86.68452650460605,12.0,2899.960714059048,78649.69329941412,2023-09-10,2024-01-29,1.0,Delivered,Rail,V971,Ms. Sharma,Cargo,R164,5625.156091417433,1097.1244178130758,Unknown,South Hub,Mr. Khan,Unknown,Credit,Yes,Pending,Check Packaging,34799.52856870857,141 days,0.19503892869515396,73024.53720799669,Yes,,2.0,0.0,2
S743265,O61496,C1362,Jane Smith,Amit@Gmail.Com,917277760557,Mumbai,Usa,East,600001.0,P8725,Tablet,Food,1.0494506537984387,7.0,4682.214831470374,171743.22888578053,2022-01-03,2023-05-20,9.0,Delayed,Road,V666,Mr. Lee,Van,R599,8013.277385292363,1114.660510613214,Warehouse A,Central,Unknown,Low,Cash,Unknown,Unknown,No Remarks,32775.503820292615,502 days,0.13910170046766027,163729.95150048815,Yes,Low Priority,1.0,1.0,1
S677040,O14522,C1251,Fatima Noor,,917701801211,Chennai,India,North,0.0,P8615,Unknown,Electronics,6.279319410735846,10.0,494.0543596261738,31450.408093751343,2021-05-07,2025-02-21,8.0,Delayed,Rail,V533,Mr. Rao,Cargo,R383,9768.548903378454,523.8880632416447,Warehouse B,Central,Unknown,Low,Cash,Unknown,Unknown,No Remarks,4940.543596261738,1386 days,0.05363008041659677,21681.85919037289,Yes,Low Priority,1.0,1.0,1
S447328,O15533,C5853,Not Provided,Amit@Gmail.Com,916652918788,Chennai,Usa,East,400001.0,P2575,Mobile,Electronics,12.642804367055492,15.0,3545.305278534692,192457.5094672196,2023-02-06,2024-05-22,14.0,Pending,Air,V793,Mrs. Patel,Cargo,R859,3495.816486209194,107.63480635290377,Hub C,North Hub,Mr. Patel,Unknown,Online,Unknown,Unknown,Check Packaging,53179.57917802038,471 days,0.03078960431061448,188961.69298101042,Yes,,0.0,0.0,4
